"Unique_key";"Denomination"
"OC12883";10000000
"OC12884";10000000
"OC12885";10000000
"OC12886";10000000
"OC12887";10000000
"OC12888";10000000
"OC12889";10000000
"OC12890";10000000
"OC12891";10000000
"OC12892";10000000
"OC12893";10000000
"OC12894";10000000
"OC12895";10000000
"OC12896";10000000
"OC12897";10000000
"OC12898";10000000
"OC12899";10000000
"OC12900";10000000
"OC12901";10000000
"OC12902";10000000
"OC12903";10000000
"OC12904";10000000
"OC12905";10000000
"OC12906";10000000
"OC12907";10000000
"OC12908";10000000
"OC12909";10000000
"OC12910";10000000
"OC12911";10000000
"OC12912";10000000
"OC12913";10000000
"OC12914";10000000
"OC12915";10000000
"OC12916";10000000
"OC12917";10000000
"OC12918";10000000
"OC12919";10000000
"OC12920";10000000
"OC12921";10000000
"OC12922";10000000
"OC12923";10000000
"OC12924";10000000
"OC12925";10000000
"OC12926";10000000
"OC12927";10000000
"OC12928";10000000
"OC12929";10000000
"OC12930";10000000
"OC12931";10000000
"OC12932";10000000
"OC12933";10000000
"OC12934";10000000
"OC12935";10000000
"OC12936";10000000
"OC12937";10000000
"OC12938";10000000
"OC12939";10000000
"OC12940";10000000
"OC12941";10000000
"OC12942";10000000
"OC12943";10000000
"OC12944";10000000
"OC12945";10000000
"OC12946";10000000
"OC12947";10000000
"OC12948";10000000
"OC12949";10000000
"OC12950";10000000
"OC12951";10000000
"OC12952";10000000
"OC12953";10000000
"OC12954";10000000
"OC12955";10000000
"OC12956";10000000
"OC12957";10000000
"OC12958";10000000
"OC12959";10000000
"OC12960";10000000
"OC12961";10000000
"OC12962";10000000
"OC12963";10000000
"OC12964";10000000
"OC12965";10000000
"OC12966";10000000
"OC12967";10000000
"OC12968";10000000
"OC12969";10000000
"OC12970";10000000
"OC12971";10000000
"OC12972";10000000
"OC12973";10000000
"OC12974";10000000
"OC12975";10000000
"OC12976";10000000
"OC12977";10000000
"OC12978";10000000
"OC12979";10000000
"OC12980";10000000
"OC12981";10000000
"OC12982";10000000
"OC12983";10000000
"OC12984";10000000
"OC12985";10000000
"OC12986";10000000
"OC12987";10000000
"OC12988";10000000
"OC12989";10000000
"OC12990";10000000
"OC12991";10000000
"OC12992";10000000
"OC12993";10000000
"OC12994";10000000
"OC12995";10000000
"OC12996";10000000
"OC12997";10000000
"OC12998";10000000
"OC12999";10000000
"OC13000";10000000
"OC13001";10000000
"OC13002";10000000
"OC13003";10000000
"OC13004";10000000
"OC13005";10000000
"OC13006";10000000
"OC13007";10000000
"OC13008";10000000
"OC13009";10000000
"OC13010";10000000
"OC13011";10000000
"OC13012";10000000
"OC13013";10000000
"OC13014";10000000
"OC13015";10000000
"OC13016";10000000
"OC13017";10000000
"OC13018";10000000
"OC13019";10000000
"OC13020";10000000
"OC13021";10000000
"OC13022";10000000
"OC13023";10000000
"OC13024";10000000
"OC13025";10000000
"OC13026";10000000
"OC13027";10000000
"OC13028";10000000
"OC13029";10000000
"OC13030";10000000
"OC13031";10000000
"OC13032";10000000
"OC13033";10000000
"OC13034";10000000
"OC13035";10000000
"OC13036";10000000
"OC13037";10000000
"OC13038";10000000
"OC13039";10000000
"OC13040";10000000
"OC13041";10000000
"OC13042";10000000
"OC13043";10000000
"OC13044";10000000
"OC13045";10000000
"OC13046";10000000
"OC13047";10000000
"OC13048";10000000
"OC13049";10000000
"OC13050";10000000
"OC13051";10000000
"OC13052";10000000
"OC13053";10000000
"OC13054";10000000
"OC13055";10000000
"OC13056";10000000
"OC13057";10000000
"OC13058";10000000
"OC13059";10000000
"OC13060";10000000
"OC13061";10000000
"OC13062";10000000
"OC13063";10000000
"OC13064";10000000
"OC13065";10000000
"OC13066";10000000
"OC13067";10000000
"OC13068";10000000
"OC13069";10000000
"OC13070";10000000
"OC13071";10000000
"OC13072";10000000
"OC13073";10000000
"OC13074";10000000
"OC13075";10000000
"OC13076";10000000
"OC13077";10000000
"OC13078";10000000
"OC13079";10000000
"OC13080";10000000
"OC13081";10000000
"OC13082";10000000
"OC13083";10000000
"OC13084";10000000
"OC13085";10000000
"OC13086";10000000
"OC13087";10000000
"OC13088";10000000
"OC13089";10000000
"OC13090";10000000
"OC13091";10000000
"OC13092";10000000
"OC13093";10000000
"OC13094";10000000
"OC13095";10000000
"OC13096";10000000
"OC13097";10000000
"OC13098";10000000
"OC13099";10000000
"OC13100";10000000
"OC13101";10000000
"OC13102";10000000
"OC13103";10000000
"OC13104";10000000
"OC13105";10000000
"OC13106";10000000
"OC13107";10000000
"OC13108";10000000
"OC13109";10000000
"OC13110";10000000
"OC13111";10000000
"OC13112";10000000
"OC13113";10000000
"OC13114";10000000
"OC13115";10000000
"OC13116";10000000
"OC13117";10000000
"OC13118";10000000
"OC13119";10000000
"OC13120";10000000
"OC13121";10000000
"OC13122";10000000
"OC13123";10000000
"OC13124";10000000
"OC13125";10000000
"OC13126";10000000
"OC13127";10000000
"OC13128";10000000
"OC13129";10000000
"OC13130";10000000
"OC13131";10000000
"OC13132";10000000
"OC13133";10000000
"OC13134";10000000
"OC13135";10000000
"OC13136";10000000
"OC13137";10000000
"OC13138";10000000
"OC13139";10000000
"OC13140";10000000
"OC13141";10000000
"OC13142";10000000
"OC13143";10000000
"OC13144";10000000
"OC13145";10000000
"OC13146";10000000
"OC13147";10000000
"OC13148";10000000
"OC13149";10000000
"OC13150";10000000
"OC13151";10000000
"OC13152";10000000
"OC13153";10000000
"OC13154";10000000
"OC13155";10000000
"OC13156";10000000
"OC13157";10000000
"OC13158";10000000
"OC13159";10000000
"OC13160";10000000
"OC13161";10000000
"OC13162";10000000
"OC13163";10000000
"OC13164";10000000
"OC13165";10000000
"OC13166";10000000
"OC13167";10000000
"OC13168";10000000
"OC13169";10000000
"OC13170";10000000
"OC13171";10000000
"OC13172";10000000
"OC13173";10000000
"OC13174";10000000
"OC13175";10000000
"OC13176";10000000
"OC13177";10000000
"OC13178";10000000
"OC13179";10000000
"OC13180";10000000
"OC13181";10000000
"OC13182";10000000
"OC13183";10000000
"OC13184";10000000
"OC13185";10000000
"OC13186";10000000
"OC13187";10000000
"OC13188";10000000
"OC13189";10000000
"OC13190";10000000
"OC13191";10000000
"OC13192";10000000
"OC13193";10000000
"OC13194";10000000
"OC13195";10000000
"OC13196";10000000
"OC13197";10000000
"OC13198";10000000
"OC13199";10000000
"OC13200";10000000
"OC13201";10000000
"OC13202";10000000
"OC13203";10000000
"OC13204";10000000
"OC13205";10000000
"OC13206";10000000
"OC13207";10000000
"OC13208";10000000
"OC13209";10000000
"OC13210";10000000
"OC13211";10000000
"OC13212";10000000
"OC13213";10000000
"OC13214";10000000
"OC13215";10000000
"OC13216";10000000
"OC13217";10000000
"OC13218";10000000
"OC13219";10000000
"OC13220";10000000
"OC13221";10000000
"OC13222";10000000
"OC13223";10000000
"OC13224";10000000
"OC13225";10000000
"OC13226";10000000
"OC13227";10000000
"OC13228";10000000
"OC13229";10000000
"OC13230";10000000
"OC13231";10000000
"OC13232";10000000
"OC13233";10000000
"OC13234";10000000
"OC13235";10000000
"OC13236";10000000
"OC13237";10000000
"OC13238";10000000
"OC13239";10000000
"OC13240";10000000
"OC13241";10000000
"OC13242";10000000
"OC13243";10000000
"OC13244";10000000
"OC13245";10000000
"OC13246";10000000
"OC13247";10000000
"OC13248";10000000
"OC13249";10000000
"OC13250";10000000
"OC13251";10000000
"OC13252";10000000
"OC13253";10000000
"OC13254";10000000
"OC13255";10000000
"OC13256";10000000
"OC13257";10000000
"OC13258";10000000
"OC13259";10000000
"OC13260";10000000
"OC13261";10000000
"OC13262";10000000
"OC13263";10000000
"OC13264";10000000
"OC13265";10000000
"OC13266";10000000
"OC13267";10000000
"OC13268";10000000
"OC13269";10000000
"OC13270";10000000
"OC13271";10000000
"OC13272";10000000
"OC13273";10000000
"OC13274";10000000
"OC13275";10000000
"OC13301";10000000
"OC13302";10000000
"OC13303";10000000
"OC13304";10000000
"OC13305";10000000
"OC13306";10000000
"OC13307";10000000
"OC13308";10000000
"OC13309";10000000
"OC13310";10000000
"OC13311";10000000
"OC13312";10000000
"OC13313";10000000
"OC13314";10000000
"OC13315";10000000
"OC13316";10000000
"OC13317";10000000
"OC13318";10000000
"OC13319";10000000
"OC13320";10000000
"OC13321";10000000
"OC13322";10000000
"OC13323";10000000
"OC13324";10000000
"OC13325";10000000
"OC13326";10000000
"OC13327";10000000
"OC13328";10000000
"OC13329";10000000
"OC13330";10000000
"OC13331";10000000
"OC13332";10000000
"OC13333";10000000
"OC13334";10000000
"OC13335";10000000
"OC13336";10000000
"OC13337";10000000
"OC13338";10000000
"OC13339";10000000
"OC13340";10000000
"OC13341";10000000
"OC13342";10000000
"OC13343";10000000
"OC13344";10000000
"OC13345";10000000
"OC13346";10000000
"OC13347";10000000
"OC13348";10000000
"OC13349";10000000
"OC13350";10000000
"OC13351";10000000
"OC13352";10000000
"OC13353";10000000
"OC13354";10000000
"OC13355";10000000
"OC13356";10000000
"OC13357";10000000
"OC13358";10000000
"OC13359";10000000
"OC13360";10000000
"OC13361";10000000
"OC13363";10000000
"OC13365";10000000
"OC13367";10000000
"OC13369";10000000
"OC13371";10000000
"OC13373";10000000
"OC13376";10000000
"OC13377";10000000
"OC13378";10000000
"OC13379";10000000
"OC13380";10000000
"OC13381";10000000
"OC13382";10000000
"OC13383";10000000
"OC13384";10000000
"OC13385";10000000
"OC13386";10000000
"OC13387";10000000
"OC13388";10000000
"OC13389";10000000
"OC13390";10000000
"OC13391";10000000
"OC13392";10000000
"OC13393";10000000
"OC13394";10000000
"OC13395";10000000
"OC13396";10000000
"OC13397";10000000
"OC13398";10000000
"OC13399";10000000
"OC13400";10000000
"OC13401";10000000
"OC13402";10000000
"OC13403";10000000
"OC13404";10000000
"OC13405";10000000
"OC13406";10000000
"OC13407";10000000
"OC13408";10000000
"OC13409";10000000
"OC13410";10000000
"OC13411";10000000
"OC13412";10000000
"OC13413";10000000
"OC13414";10000000
"OC13415";10000000
"OC13416";10000000
"OC13417";10000000
"OC13418";10000000
"OC13419";10000000
"OC13420";10000000
"OC13421";10000000
"OC13422";10000000
"OC13423";10000000
"OC13424";10000000
"OC13425";10000000
"OC13426";10000000
"OC13427";10000000
"OC13428";10000000
"OC13429";10000000
"OC13430";10000000
"OC13431";10000000
"OC13432";10000000
"OC13433";10000000
"OC13434";10000000
"OC13435";10000000
"OC13436";10000000
"OC13437";10000000
"OC13438";10000000
"OC13439";10000000
"OC13440";10000000
"OC13441";10000000
"OC13442";10000000
"OC13443";10000000
"OC13444";10000000
"OC13445";10000000
"OC13446";10000000
"OC13447";10000000
"OC13448";10000000
"OC13449";10000000
"OC13450";10000000
"OC13451";10000000
"OC13452";10000000
"OC13453";10000000
"OC13454";10000000
"OC13455";10000000
"OC13456";10000000
"OC13457";10000000
"OC13458";10000000
"OC13459";10000000
"OC13460";10000000
"OC13461";10000000
"OC13462";10000000
"OC13463";10000000
"OC13464";10000000
"OC13465";10000000
"OC13466";10000000
"OC13467";10000000
"OC13468";10000000
"OC13469";10000000
"OC13470";10000000
"OC13471";10000000
"OC13472";10000000
"OC13473";10000000
"OC13474";10000000
"OC13475";10000000
"OC13476";10000000
"OC13477";10000000
"OC13478";10000000
"OC13479";10000000
"OC13480";10000000
"OC13481";10000000
"OC13482";10000000
"OC13483";10000000
"OC13484";10000000
"OC13485";10000000
"OC13486";10000000
"OC13487";10000000
"OC13488";10000000
"OC13489";10000000
"OC13490";10000000
"OC13491";10000000
"OC13492";10000000
"OC13493";10000000
"OC13494";10000000
"OC13495";10000000
"OC13496";10000000
"OC13497";10000000
"OC13498";10000000
"OC13499";10000000
"OC13500";10000000
"OC13501";10000000
"OC13502";10000000
"OC13503";10000000
"OC13504";10000000
"OC13505";10000000
"OC13506";10000000
"OC13507";10000000
"OC13508";10000000
"OC13509";10000000
"OC1351";10000000
"OC13510";10000000
"OC13511";10000000
"OC13512";10000000
"OC13513";10000000
"OC13514";10000000
"OC13515";10000000
"OC13516";10000000
"OC13517";10000000
"OC13518";10000000
"OC13519";10000000
"OC1352";10000000
"OC13520";10000000
"OC13521";10000000
"OC13522";10000000
"OC13523";10000000
"OC13524";10000000
"OC13525";10000000
"OC13526";10000000
"OC13527";10000000
"OC13528";10000000
"OC13529";10000000
"OC1353";10000000
"OC13530";10000000
"OC13531";10000000
"OC13532";10000000
"OC13533";10000000
"OC13534";10000000
"OC13535";10000000
"OC13536";10000000
"OC13537";10000000
"OC13538";10000000
"OC13539";10000000
"OC1354";10000000
"OC13540";10000000
"OC13541";10000000
"OC13542";10000000
"OC13543";10000000
"OC13544";10000000
"OC13545";10000000
"OC13546";10000000
"OC13547";10000000
"OC13548";10000000
"OC13549";10000000
"OC1355";10000000
"OC13550";10000000
"OC13551";10000000
"OC13552";10000000
"OC13553";10000000
"OC13554";10000000
"OC13555";10000000
"OC13556";10000000
"OC13557";10000000
"OC13558";10000000
"OC13559";10000000
"OC1356";10000000
"OC13560";10000000
"OC13561";10000000
"OC13562";10000000
"OC13563";10000000
"OC13564";10000000
"OC13565";10000000
"OC13566";10000000
"OC13567";10000000
"OC13568";10000000
"OC13569";10000000
"OC1357";10000000
"OC13570";10000000
"OC13571";10000000
"OC13572";10000000
"OC13573";10000000
"OC13574";10000000
"OC13575";10000000
"OC13576";10000000
"OC13577";10000000
"OC13578";10000000
"OC13579";10000000
"OC1358";10000000
"OC13580";10000000
"OC13581";10000000
"OC13582";10000000
"OC13583";10000000
"OC13584";10000000
"OC13585";10000000
"OC13586";10000000
"OC13587";10000000
"OC13588";10000000
"OC13589";10000000
"OC1359";10000000
"OC13590";10000000
"OC13591";10000000
"OC13592";10000000
"OC13593";10000000
"OC13594";10000000
"OC13595";10000000
"OC13596";10000000
"OC13597";10000000
"OC13598";10000000
"OC13599";10000000
"OC1360";10000000
"OC13600";10000000
"OC13601";10000000
"OC13602";10000000
"OC13603";10000000
"OC13604";10000000
"OC13605";10000000
"OC13606";10000000
"OC13607";10000000
"OC13608";10000000
"OC13609";10000000
"OC1361";10000000
"OC13610";10000000
"OC13611";10000000
"OC13612";10000000
"OC13613";10000000
"OC13614";10000000
"OC13615";10000000
"OC13616";10000000
"OC13617";10000000
"OC13618";10000000
"OC13619";10000000
"OC1362";10000000
"OC13620";10000000
"OC13621";10000000
"OC13622";10000000
"OC13623";10000000
"OC13624";10000000
"OC13625";10000000
"OC13626";10000000
"OC13627";10000000
"OC13628";10000000
"OC13629";10000000
"OC1363";10000000
"OC13630";10000000
"OC13631";10000000
"OC13632";10000000
"OC13633";10000000
"OC13634";10000000
"OC13635";10000000
"OC13636";10000000
"OC13637";10000000
"OC13638";10000000
"OC13639";10000000
"OC1364";10000000
"OC13640";10000000
"OC13641";10000000
"OC13642";10000000
"OC13643";10000000
"OC13644";10000000
"OC13645";10000000
"OC13646";10000000
"OC13647";10000000
"OC13648";10000000
"OC13649";10000000
"OC1365";10000000
"OC13650";10000000
"OC13651";10000000
"OC13652";10000000
"OC13653";10000000
"OC13654";10000000
"OC13655";10000000
"OC13656";10000000
"OC13657";10000000
"OC13658";10000000
"OC13659";10000000
"OC1366";10000000
"OC13660";10000000
"OC13661";10000000
"OC13662";10000000
"OC13663";10000000
"OC13664";10000000
"OC13665";10000000
"OC13666";10000000
"OC13667";10000000
"OC13668";10000000
"OC13669";10000000
"OC1367";10000000
"OC13670";10000000
"OC13671";10000000
"OC13672";10000000
"OC13673";10000000
"OC13674";10000000
"OC13675";10000000
"OC13676";10000000
"OC13677";10000000
"OC13678";10000000
"OC13679";10000000
"OC1368";10000000
"OC13680";10000000
"OC13681";10000000
"OC13682";10000000
"OC13683";10000000
"OC13684";10000000
"OC13685";10000000
"OC13686";10000000
"OC13687";10000000
"OC13688";10000000
"OC13689";10000000
"OC1369";10000000
"OC13690";10000000
"OC13691";10000000
"OC13692";10000000
"OC13693";10000000
"OC13694";10000000
"OC13695";10000000
"OC13696";10000000
"OC13697";10000000
"OC13698";10000000
"OC13699";10000000
"OC1370";10000000
"OC13700";10000000
"OC13701";10000000
"OC13702";10000000
"OC13703";10000000
"OC13704";10000000
"OC13705";10000000
"OC13706";10000000
"OC13707";10000000
"OC13708";10000000
"OC13709";10000000
"OC13710";10000000
"OC13711";10000000
"OC13712";10000000
"OC13713";10000000
"OC13714";10000000
"OC13715";10000000
"OC13716";10000000
"OC13717";10000000
"OC13718";10000000
"OC13719";10000000
"OC13720";10000000
"OC13721";10000000
"OC13722";10000000
"OC13723";10000000
"OC13724";10000000
"OC13725";10000000
"OC13726";10000000
"OC13727";10000000
"OC13728";10000000
"OC13729";10000000
"OC13730";10000000
"OC13731";10000000
"OC13732";10000000
"OC13733";10000000
"OC13734";10000000
"OC13735";10000000
"OC13736";10000000
"OC13737";10000000
"OC13738";10000000
"OC13739";10000000
"OC13740";10000000
"OC13741";10000000
"OC13742";10000000
"OC13743";10000000
"OC13744";10000000
"OC13745";10000000
"OC13746";10000000
"OC13747";10000000
"OC13748";10000000
"OC13749";10000000
"OC13750";10000000
"OC13751";10000000
"OC13752";10000000
"OC13753";10000000
"OC13754";10000000
"OC13755";10000000
"OC13756";10000000
"OC13757";10000000
"OC13758";10000000
"OC13759";10000000
"OC13760";10000000
"OC13761";10000000
"OC13762";10000000
"OC13763";10000000
"OC13764";10000000
"OC13765";10000000
"OC13766";10000000
"OC13767";10000000
"OC13768";10000000
"OC13769";10000000
"OC13770";10000000
"OC13771";10000000
"OC13772";10000000
"OC13773";10000000
"OC13774";10000000
"OC13775";10000000
"OC13776";10000000
"OC13777";10000000
"OC13778";10000000
"OC13779";10000000
"OC13780";10000000
"OC13781";10000000
"OC13782";10000000
"OC13783";10000000
"OC13784";10000000
"OC13785";10000000
"OC13786";10000000
"OC13787";10000000
"OC13788";10000000
"OC13789";10000000
"OC13790";10000000
"OC13791";10000000
"OC13792";10000000
"OC13793";10000000
"OC13794";10000000
"OC13795";10000000
"OC13796";10000000
"OC13797";10000000
"OC13798";10000000
"OC13799";10000000
"OC13800";10000000
"OC13801";10000000
"OC13802";10000000
"OC13803";10000000
"OC13804";10000000
"OC13806";10000000
"OC13807";10000000
"OC13808";10000000
"OC13809";10000000
"OC13810";10000000
"OC13811";10000000
"OC13812";10000000
"OC13813";10000000
"OC13814";10000000
"OC13815";10000000
"OC13816";10000000
"OC13817";10000000
"OC13818";10000000
"OC13819";10000000
"OC13820";10000000
"OC13821";10000000
"OC13822";10000000
"OC13823";10000000
"OC13824";10000000
"OC13825";10000000
"OC13826";10000000
"OC13827";10000000
"OC13828";10000000
"OC13829";10000000
"OC13830";10000000
"OC13831";10000000
"OC13832";10000000
"OC13833";10000000
"OC13834";10000000
"OC13835";10000000
"OC13836";10000000
"OC13837";10000000
"OC13838";10000000
"OC13839";10000000
"OC13840";10000000
"OC13841";10000000
"OC13842";10000000
"OC13843";10000000
"OC13844";10000000
"OC13845";10000000
"OC13846";10000000
"OC13847";10000000
"OC13848";10000000
"OC13849";10000000
"OC13850";10000000
"OC13851";10000000
"OC13852";10000000
"OC13853";10000000
"OC13854";10000000
"OC13855";10000000
"OC13856";10000000
"OC13857";10000000
"OC13858";10000000
"OC13859";10000000
"OC13860";10000000
"OC13861";10000000
"OC13862";10000000
"OC13863";10000000
"OC13864";10000000
"OC13865";10000000
"OC13866";10000000
"OC13867";10000000
"OC13868";10000000
"OC13869";10000000
"OC13870";10000000
"OC13871";10000000
"OC13872";10000000
"OC13873";10000000
"OC13874";10000000
"OC13875";10000000
"OC13876";10000000
"OC13877";10000000
"OC13878";10000000
"OC13879";10000000
"OC13880";10000000
"OC13881";10000000
"OC13882";10000000
"OC13883";10000000
"OC13884";10000000
"OC13885";10000000
"OC13886";10000000
"OC13887";10000000
"OC13888";10000000
"OC13889";10000000
"OC13890";10000000
"OC13891";10000000
"OC13892";10000000
"OC13893";10000000
"OC13894";10000000
"OC13895";10000000
"OC13896";10000000
"OC13897";10000000
"OC13898";10000000
"OC13899";10000000
"OC13900";10000000
"OC13901";10000000
"OC13902";10000000
"OC13903";10000000
"OC13904";10000000
"OC13905";10000000
"OC13906";10000000
"OC13907";10000000
"OC13908";10000000
"OC13909";10000000
"OC13910";10000000
"OC13911";10000000
"OC13912";10000000
"OC13913";10000000
"OC13914";10000000
"OC13915";10000000
"OC13916";10000000
"OC13917";10000000
"OC13918";10000000
"OC13919";10000000
"OC13920";10000000
"OC13921";10000000
"OC13922";10000000
"OC13923";10000000
"OC13924";10000000
"OC13925";10000000
"OC13926";10000000
"OC13927";10000000
"OC13928";10000000
"OC13929";10000000
"OC13930";10000000
"OC13931";10000000
"OC13932";10000000
"OC13933";10000000
"OC13934";10000000
"OC13935";10000000
"OC13936";10000000
"OC13937";10000000
"OC13938";10000000
"OC13939";10000000
"OC13940";10000000
"OC13941";10000000
"OC13942";10000000
"OC13943";10000000
"OC13944";10000000
"OC13945";10000000
"OC13946";10000000
"OC13947";10000000
"OC13948";10000000
"OC13949";10000000
"OC13950";10000000
"OC13951";10000000
"OC13952";10000000
"OC13953";10000000
"OC13954";10000000
"OC13955";10000000
"OC13956";10000000
"OC13957";10000000
"OC13958";10000000
"OC13959";10000000
"OC13960";10000000
"OC13961";10000000
"OC13962";10000000
"OC13963";10000000
"OC13964";10000000
"OC13965";10000000
"OC13966";10000000
"OC13967";10000000
"OC13968";10000000
"OC13969";10000000
"OC13970";10000000
"OC13971";10000000
"OC13972";10000000
"OC13973";10000000
"OC13974";10000000
"OC13975";10000000
"OC13976";10000000
"OC13977";10000000
"OC13978";10000000
"OC13979";10000000
"OC13980";10000000
"OC13981";10000000
"OC13982";10000000
"OC13983";10000000
"OC13984";10000000
"OC13985";10000000
"OC13986";10000000
"OC13987";10000000
"OC13988";10000000
"OC13989";10000000
"OC13990";10000000
"OC13991";10000000
"OC13992";10000000
"OC13993";10000000
"OC13994";10000000
"OC13995";10000000
"OC13996";10000000
"OC13997";10000000
"OC13998";10000000
"OC13999";10000000
"OC14000";10000000
"OC14001";10000000
"OC14002";10000000
"OC14003";10000000
"OC14004";10000000
"OC14005";10000000
"OC14006";10000000
"OC14007";10000000
"OC14008";10000000
"OC14009";10000000
"OC1401";10000000
"OC14010";10000000
"OC14011";10000000
"OC14012";10000000
"OC14013";10000000
"OC14014";10000000
"OC14015";10000000
"OC14016";10000000
"OC14017";10000000
"OC14018";10000000
"OC14019";10000000
"OC14020";10000000
"OC14021";10000000
"OC14022";10000000
"OC14023";10000000
"OC14024";10000000
"OC14025";10000000
"OC14026";10000000
"OC14027";10000000
"OC14028";10000000
"OC14029";10000000
"OC1403";10000000
"OC14030";10000000
"OC14031";10000000
"OC14032";10000000
"OC14033";10000000
"OC14034";10000000
"OC14035";10000000
"OC14036";10000000
"OC14037";10000000
"OC14038";10000000
"OC14039";10000000
"OC14040";10000000
"OC14041";10000000
"OC14042";10000000
"OC14043";10000000
"OC14044";10000000
"OC14045";10000000
"OC14046";10000000
"OC14047";10000000
"OC14048";10000000
"OC14049";10000000
"OC1405";10000000
"OC14050";10000000
"OC14051";10000000
"OC14052";10000000
"OC14053";10000000
"OC14054";10000000
"OC14055";10000000
"OC14056";10000000
"OC14057";10000000
"OC14058";10000000
"OC14059";10000000
"OC14060";10000000
"OC14061";10000000
"OC14062";10000000
"OC14063";10000000
"OC14064";10000000
"OC14065";10000000
"OC14066";10000000
"OC14067";10000000
"OC14068";10000000
"OC14069";10000000
"OC1407";10000000
"OC14070";10000000
"OC14071";10000000
"OC14072";10000000
"OC14073";10000000
"OC14074";10000000
"OC14075";10000000
"OC14076";10000000
"OC14077";10000000
"OC14078";10000000
"OC14079";10000000
"OC14080";10000000
"OC14081";10000000
"OC14082";10000000
"OC14083";10000000
"OC14084";10000000
"OC14085";10000000
"OC14086";10000000
"OC14087";10000000
"OC14088";10000000
"OC14089";10000000
"OC1409";10000000
"OC14090";10000000
"OC14091";10000000
"OC14092";10000000
"OC14093";10000000
"OC14094";10000000
"OC14095";10000000
"OC14096";10000000
"OC14097";10000000
"OC14098";10000000
"OC14099";10000000
"OC14100";10000000
"OC14101";10000000
"OC14102";10000000
"OC14103";10000000
"OC14104";10000000
"OC14105";10000000
"OC14106";10000000
"OC14107";10000000
"OC14108";10000000
"OC14109";10000000
"OC14110";10000000
"OC14111";10000000
"OC14112";10000000
"OC14113";10000000
"OC14114";10000000
"OC14115";10000000
"OC14116";10000000
"OC14117";10000000
"OC14118";10000000
"OC14119";10000000
"OC14120";10000000
"OC14121";10000000
"OC14122";10000000
"OC14123";10000000
"OC14124";10000000
"OC14125";10000000
"OC14126";10000000
"OC14127";10000000
"OC14128";10000000
"OC14129";10000000
"OC14130";10000000
"OC14131";10000000
"OC14132";10000000
"OC14133";10000000
"OC14134";10000000
"OC14135";10000000
"OC14136";10000000
"OC14137";10000000
"OC14138";10000000
"OC14139";10000000
"OC14140";10000000
"OC14141";10000000
"OC14142";10000000
"OC14143";10000000
"OC14144";10000000
"OC14145";10000000
"OC14146";10000000
"OC14147";10000000
"OC14148";10000000
"OC14149";10000000
"OC14150";10000000
"OC14151";10000000
"OC14152";10000000
"OC14153";10000000
"OC14154";10000000
"OC14155";10000000
"OC14156";10000000
"OC14157";10000000
"OC14158";10000000
"OC14159";10000000
"OC14160";10000000
"OC14161";10000000
"OC14162";10000000
"OC14163";10000000
"OC14164";10000000
"OC14165";10000000
"OC14166";10000000
"OC14167";10000000
"OC14168";10000000
"OC14169";10000000
"OC14170";10000000
"OC14171";10000000
"OC14172";10000000
"OC14173";10000000
"OC14174";10000000
"OC14175";10000000
"OC14176";10000000
"OC14177";10000000
"OC14178";10000000
"OC14179";10000000
"OC14180";10000000
"OC14181";10000000
"OC14182";10000000
"OC14183";10000000
"OC14184";10000000
"OC14185";10000000
"OC14186";10000000
"OC14187";10000000
"OC14188";10000000
"OC14189";10000000
"OC14190";10000000
"OC14191";10000000
"OC14192";10000000
"OC14193";10000000
"OC14194";10000000
"OC14195";10000000
"OC14196";10000000
"OC14197";10000000
"OC14198";10000000
"OC14199";10000000
"OC14200";10000000
"OC14201";10000000
"OC14202";10000000
"OC14203";10000000
"OC14204";10000000
"OC14205";10000000
"OC14206";10000000
"OC14207";10000000
"OC14208";10000000
"OC14209";10000000
"OC14210";10000000
"OC14211";10000000
"OC14212";10000000
"OC14213";10000000
"OC14214";10000000
"OC14215";10000000
"OC14216";10000000
"OC14217";10000000
"OC14218";10000000
"OC14219";10000000
"OC14220";10000000
"OC14221";10000000
"OC14222";10000000
"OC14223";10000000
"OC14224";10000000
"OC14225";10000000
"OC14226";10000000
"OC14227";10000000
"OC14228";10000000
"OC14229";10000000
"OC14230";10000000
"OC14231";10000000
"OC14232";10000000
"OC14233";10000000
"OC14234";10000000
"OC14235";10000000
"OC14236";10000000
"OC14237";10000000
"OC14238";10000000
"OC14239";10000000
"OC14240";10000000
"OC14241";10000000
"OC14242";10000000
"OC14243";10000000
"OC14244";10000000
"OC14245";10000000
"OC14246";10000000
"OC14247";10000000
"OC14248";10000000
"OC14249";10000000
"OC14250";10000000
"OC14251";10000000
"OC14252";10000000
"OC14253";10000000
"OC14254";10000000
"OC14255";10000000
"OC14256";10000000
"OC14257";10000000
"OC14258";10000000
"OC14259";10000000
"OC14260";10000000
"OC14261";10000000
"OC14262";10000000
"OC14263";10000000
"OC14264";10000000
"OC14265";10000000
"OC14266";10000000
"OC14267";10000000
"OC14268";10000000
"OC14269";10000000
"OC14270";10000000
"OC14271";10000000
"OC14272";10000000
"OC14273";10000000
"OC14274";10000000
"OC14275";10000000
"OC14276";10000000
"OC14277";10000000
"OC14278";10000000
"OC14279";10000000
"OC14280";10000000
"OC14281";10000000
"OC14282";10000000
"OC14283";10000000
"OC14284";10000000
"OC14285";10000000
"OC14286";10000000
"OC14287";10000000
"OC14288";10000000
"OC14289";10000000
